time,lat,lon,altitude_m,speed_kmh,lean_angle_deg,turn_radius_m_raw,dt_s,distance_m
2025-09-18T16:49:55.057904,50.047436,14.458279,,38.277655324392256,9.594452797288387,,,
2025-09-18T16:49:56.933795,50.047268,14.458161,,37.65030724734988,7.851231112594069,67.6606195022328,1.875891,20.492995832196836
2025-09-18T16:50:06.451820,50.047109,14.456805,,37.64291435731181,6.883405727229807,68.85506241941707,9.518025,98.42549267428153
2025-09-18T16:50:19.613616,50.048231,14.457453,,37.84910937234181,5.557999226335424,136.50302038354457,13.161796,133.06433569580346
2025-09-18T16:50:34.482252,50.048372,14.459618,,38.64701620519825,3.7299576754324093,160.00314303963617,14.868636,155.3802847180975
2025-09-18T16:50:56.807545,50.046323,14.460667,,38.742800138747135,2.0636115012741536,2629.1100470521637,22.325293,239.83497584147594
2025-09-18T16:51:00.970003,50.045888,14.460849,,39.29727037165539,1.9119519740181414,803.2005522403576,4.162458,50.08523556074651
2025-09-18T16:51:19.176497,50.044317,14.46192,,40.36213522072529,1.37834537984536,964.5156982874227,18.206494,190.6946508555015
2025-09-18T16:51:27.796621,50.043503,14.462264,,40.92249414423633,1.53924341827727,191.44839579099062,8.620124,93.78685874711425
2025-09-18T16:51:37.860372,50.042472,14.461765,,40.973860587598736,1.7843173094162021,633.4313273004275,10.063751,120.05233051145315
2025-09-18T16:51:58.132956,50.040717,14.459968,,42.12738846527465,1.7026696541893762,730.6790119408248,20.272584,233.56091357261937
2025-09-18T16:52:12.693197,50.039203,14.459238,,42.19338909133742,1.225773576826779,375.4171323873107,14.560241,176.23646860009558
2025-09-18T16:52:23.621336,50.038306,14.458028,,41.69061157833744,1.1530502755656422,3326.590461703173,10.928139,131.96943994951732
2025-09-18T16:52:31.887902,50.037672,14.457229,,41.90426529382337,0.9695959907047309,575.2512276983147,8.266566,90.69792715183665
2025-09-18T16:52:48.510350,50.036152,14.456119,,41.58168703217886,0.6136153928138505,776.7924605358176,16.622448,186.68473896071976
2025-09-18T16:53:03.696051,50.034571,14.455614,,40.69722002247481,0.8160195822798947,5680.586415458103,15.185701,179.46103998849156
2025-09-18T16:53:28.438583,50.032011,14.454966,,40.45276879738804,0.9981209530306068,1592.8344336603127,24.742532,288.3971555158014
2025-09-18T16:53:48.755222,50.030029,14.454962,,39.99170975776263,0.9586590600399664,541.8976304152117,20.316639,220.3885298113867
2025-09-18T16:54:00.209887,50.028988,14.455492,,40.255855445824615,1.0428735905947222,309.4582725363678,11.454665,121.78761867818615
2025-09-18T16:54:15.511547,50.027951,14.457086,,39.8570248826555,0.9529700308381113,872.2490199424492,15.30166,162.05255823561959
2025-09-18T16:54:28.172649,50.026804,14.458301,,39.36557432796924,0.8171813412612012,1535.5852068241002,12.661102,154.2708892212043
2025-09-18T16:54:55.820420,50.024315,14.460159,,39.08763561899462,0.39816717698438875,14800.439891171534,27.647771,306.9454434668431
2025-09-18T16:55:31.039386,50.021444,14.462427,,39.963631403848176,0.4934800614533721,1024.38216019498,35.218966,358.00488345612615
2025-09-18T16:55:54.795363,50.019864,14.464785,,39.843500099382666,0.7496831853293547,16374.554511794731,23.755977,243.40648361500314
2025-09-18T16:56:21.259915,50.017803,14.467758,,39.35064154964882,0.7426863059864285,663.2019599286193,26.464552,312.47178858220093
2025-09-18T16:56:32.120508,50.016727,14.468488,,40.73947181123988,0.8517773537191633,456.8732499162436,10.860593,130.52026725830962
2025-09-18T16:56:51.168892,50.01545,14.470428,,40.62416430589191,1.2415720168081033,46420.72433271273,19.048384,198.43597365961637
2025-09-18T16:57:38.387102,50.011805,14.476058,,39.395813829270246,1.0335006151931363,752.8497310634614,47.21821,571.0592587839977
2025-09-18T16:57:41.264206,50.011708,14.476435,,38.83706027686169,0.7244502638332646,298.9810828071474,2.877104,29.018373594847272
2025-09-18T16:58:18.401624,50.00869,14.478781,,40.04636048579515,0.8315317428003931,3183.7426176936838,37.137418,375.13025547087454
2025-09-18T16:58:46.346102,50.006041,14.480309,,40.085062849018534,0.6142531670904948,2456.831802821119,27.944478,314.1445000938021
2025-09-18T16:59:04.196588,50.004158,14.481048,,44.77067743350493,0.7060924456938356,1556.6052593236225,17.850486,215.9382908377054
2025-09-18T16:59:32.487117,50.001345,14.48304,,44.011788727106065,5.668656837036974,17889.344548711437,28.290529,343.66770083754847
2025-09-18T16:59:51.197391,49.998783,14.484767,,49.001206861450264,6.411210490208606,657.1907154592369,18.710274,310.4738748396364
2025-09-18T16:59:53.225536,49.99862,14.484807,,48.864129466881245,6.431330815293282,13.622164665720428,2.028145,18.348887067471374
2025-09-18T16:59:54.405241,49.998664,14.485099,,47.78183392023899,6.466617745252572,479.7698876119007,1.179705,21.436992188757593
2025-09-18T17:00:00.864890,49.99889,14.486116,,43.07379796862288,6.022830077557577,1274.4630969614693,6.459649,76.91289994638264
2025-09-18T17:00:10.439553,49.999128,14.487493,,50.200324879147026,1.1677775165682895,2946.2912057457015,9.574663,101.91857446549024
2025-09-18T17:00:28.749409,49.999635,14.489945,,48.99516676739003,1.0679625737002738,2604.910062395387,18.309856,184.10240474898706
2025-09-18T17:00:45.498624,50.000766,14.494021,,52.72593531002955,1.018994398891683,2892.2969791289524,16.749215,317.31524942953837
2025-09-18T17:01:11.414835,50.002731,14.499163,,53.17552814870137,1.4888731906207444,451.7895235948973,25.916211,427.5567000398873
2025-09-18T17:01:20.249312,50.003995,14.499934,,53.22891827789264,1.5769439975564363,4212.881203431771,8.834477,150.96611893895883
2025-09-18T17:01:37.433303,50.005641,14.500819,,46.8835473451516,1.439947627953104,287.95585244431606,17.183991,193.64719683292986
2025-09-18T17:02:26.847245,50.004932,14.507735,,42.98867517462186,1.0124352138336454,898.295383703414,49.413942,500.51274790154787
