time,lat,lon,altitude_m,speed_kmh,lean_angle_deg,turn_radius_m_raw,dt_s,distance_m
2025-09-17T14:00:00,50.047436,14.458279,256.0,32.15293127174217,25.0,,,
2025-09-17T14:00:01.065947,50.047351,14.458295,256.0,35.03808196498864,16.450767886691946,6.776772769636086,1.065947,9.520366841755486
2025-09-17T14:00:01.859230,50.047329,14.458198,256.0,35.40022194929342,12.696528967736308,,0.793283,7.3455315447740634
2025-09-17T14:00:06.819409,50.047162,14.457514,256.0,36.899150807267034,10.67401997673083,81.50463573302402,4.960179,52.25167284541444
2025-09-17T14:00:20.008714,50.048102,14.456377,252.0,39.84194136900884,4.596177782023422,113.04696372247386,13.189305,132.34918715786316
2025-09-17T14:00:39.543275,50.048402,14.459488,246.0,39.592659615886575,3.811717714175921,167.28480288894806,19.534561,224.62540664583184
2025-09-17T14:00:55.254606,50.046797,14.460468,251.0,40.34871449685892,2.2910062896386703,1262.544275768868,15.711331,191.69610337427724
2025-09-17T14:01:03.545536,50.046025,14.460791,251.0,40.449183443974846,1.826587481454462,996.1431553052643,8.29093,88.8869053131907
2025-09-17T14:01:18.991723,50.044541,14.46176,252.0,39.77399789720381,1.259518117380709,2630.296553215793,15.446187,178.93338018122617
2025-09-17T14:01:29.055492,50.043674,14.462243,252.0,38.359324569161934,1.302292525610269,210.77329333727934,10.063769,102.39003442196451
2025-09-17T14:01:38.432124,50.042792,14.462051,252.0,38.637692184407186,1.511826059529158,367.68871196014607,9.376632,99.02767752763566
2025-09-17T14:02:01.817243,50.041022,14.460143,239.0,37.73883347855205,1.515197768587986,678.0411317919942,23.385119,239.37739813617281
2025-09-17T14:02:19.077262,50.039368,14.459385,227.0,38.479808840396814,1.1938195667256841,418.4515604411799,17.260019,191.71743824731908
2025-09-17T14:02:32.003495,50.038432,14.458212,228.0,39.15363335994473,1.0689652149375504,1981.7971430884666,12.926233,133.60415663470158
2025-09-17T14:02:38.082950,50.037975,14.457577,228.0,40.05546771337984,0.9298364157865449,582.1350481161252,6.079455,68.10969385110216
2025-09-17T14:02:51.969806,50.036738,14.456442,221.0,39.686602489961004,0.6600571498152029,673.0500945301725,13.886856,159.65692207007655
2025-09-17T14:03:11.528213,50.034778,14.455676,221.0,40.10494821557201,0.7457169867069472,3726.7536684799725,19.558407,224.7038142196867
2025-09-17T14:03:30.238402,50.033027,14.455154,227.0,39.848814849201666,0.9621600902950114,1759.436120475814,18.710189,198.23988133343076
2025-09-17T14:03:53.687030,50.030729,14.454939,234.0,39.75494486014263,0.7394589562792847,936.6162109182397,23.448628,255.98699244537514
2025-09-17T14:04:10.243305,50.029138,14.455372,244.0,39.01609902316385,0.8411117008225297,293.37204586570033,16.556275,179.5944535058343
2025-09-17T14:04:23.287325,50.028153,14.456771,239.0,38.903699765516464,0.7826029167190203,22613.88654360072,13.04402,148.26623853164972
2025-09-17T14:04:32.264158,50.027526,14.457652,239.0,39.787207464752626,0.8370242085537315,893.9983414320379,8.976833,93.92178460628799
2025-09-17T14:05:08.648348,50.024477,14.460049,263.0,40.18816980948652,0.37067992383042636,7945.609990454774,36.38419,379.82111133639904
2025-09-17T14:05:35.651690,50.021788,14.461934,262.0,36.9094094060889,0.4372714404469692,848.3271250085619,27.003342,327.9291902583049
2025-09-17T14:05:55.922703,50.020273,14.46415,275.0,37.72160721857419,0.6207713253874713,79457.20987306845,20.271013,231.17890031690203
2025-09-17T14:06:49.397560,50.017894,14.467656,287.0,38.52920025800174,0.6236022837823787,739.9924887187735,53.474857,364.3120245574901
2025-09-17T14:07:00.494036,50.016839,14.468394,287.0,38.473840670072015,0.5177732125195141,480.47690922384646,11.096476,128.61635135082616
2025-09-17T14:07:16.273683,50.015636,14.47013,292.0,37.56205134837393,0.5983424674878937,8281.441791881323,15.779647,182.4259280742823
2025-09-17T14:08:05.683001,50.01188,14.476085,293.0,40.63232979607735,0.5819065887365718,1749.557053517508,49.409318,596.2288655247065
2025-09-17T14:08:08.503672,50.01167,14.476316,293.0,40.03680847253112,0.3147767253528607,1455.5534176743747,2.820671,28.596057988418497
2025-09-17T14:08:33.795895,50.00947,14.478227,294.0,39.85720502083683,0.3676245664195841,2522.0584348027896,25.292223,280.163166239708
2025-09-17T14:09:00.408842,50.007094,14.479776,299.0,35.67180365385197,0.2774837679985129,2278.5039609154087,26.612947,286.45179573908496
2025-09-17T14:09:26.042625,50.004581,14.480859,295.0,41.06873268669676,0.47593664535890523,2084.4523232690353,25.633783,289.9536612407812
2025-09-17T14:09:47.687527,50.003447,14.481548,291.0,41.7621470159785,2.2312577641396576,6454.410209249085,21.644902,135.36887584993758
2025-09-17T14:10:18.240036,49.999032,14.484653,296.0,42.63015626945425,2.6855692887242677,1292.6540523343024,30.552509,538.7558734332637
2025-09-17T14:10:21.932034,49.99864,14.484775,296.0,47.32363700657705,2.6319036224732177,92.66370066477248,3.691998,44.45211143842088
2025-09-17T14:10:25.536506,49.998337,14.485152,296.0,50.19929710058808,2.627528039818424,325.5424314228475,3.604472,43.14262440814145
2025-09-17T14:10:32.133501,49.997374,14.485833,301.0,45.30788535181753,2.348688809916214,20591.91568019799,6.596995,117.6251536635796
2025-09-17T14:10:48.150675,49.996026,14.486769,301.0,43.96113373215526,0.5466550789496806,45383.854835846854,16.017174,164.14478378681196
2025-09-17T14:10:56.462441,49.995287,14.487286,304.0,43.435560183830844,0.045345953451620354,65521.29616273362,8.311766,90.10071670673518
2025-09-17T14:11:18.809509,49.993421,14.488583,308.0,39.35413159080963,0.0662992346220182,11941.313045507048,22.347068,227.2615253110038
2025-09-17T14:11:24.606551,49.992889,14.488965,308.0,39.73431725588584,1.3372147563977799,11902.532380364602,5.797042,65.15429227264976
2025-09-17T14:11:30.271618,49.992325,14.489364,308.0,39.36717920003615,2.0990962976274914,4431.280771132977,5.665067,68.89548718675128
2025-09-17T14:11:35.397251,49.99187,14.489674,306.0,40.13671293562146,4.728491208386736,106.06515848747817,5.125633,55.23425500586897
2025-09-17T14:11:40.404486,49.991407,14.489604,311.0,40.46763353948527,5.63385192936572,162.92182133663349,5.007235,51.72587514810989
2025-09-17T14:11:44.830899,49.99097,14.489753,311.0,48.832665483964135,5.690120539065157,54.90275812342854,4.426413,49.745940947831585
2025-09-17T14:11:48.842198,49.990789,14.490346,311.0,49.53498118198165,4.434931986114629,173.82466537033494,4.011299,46.927555723435596
2025-09-17T14:11:56.238044,49.989373,14.491442,314.0,50.39862249563305,3.6737121989269808,6934.081283569115,7.395846,175.8699650551625
2025-09-17T14:12:14.527021,49.987619,14.492705,314.0,49.50754888320799,1.0365484376459864,8752.744259739538,18.288977,214.9233357366309
